,Unnamed: 0,Suburb,Address,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname
529,529,Box Hill,31/41 Harrow St,u,465000.0,13.1,2.0,2.0,1.0,0.0,65.0,2010.0,-37.8216,145.127,Eastern Metropolitan
530,530,Box Hill,1/14 Barkly St,t,975000.0,13.1,4.0,2.0,2.0,299.0,158.0,2008.0,-37.8282,145.1301,Eastern Metropolitan
531,531,Box Hill,23 Bass St,h,1325000.0,13.1,3.0,1.0,1.0,702.0,134.0,1950.0,-37.827,145.1209,Eastern Metropolitan
532,532,Box Hill,3/14 Bedford St,t,750000.0,13.1,3.0,2.0,1.0,150.0,3.0,2000.0,-37.8287,145.1319,Eastern Metropolitan
533,533,Box Hill,5 Wavell St,h,1400000.0,13.1,3.0,2.0,1.0,643.0,159.0,1940.0,-37.8285,145.1272,Eastern Metropolitan
534,534,Box Hill,22 William St,h,1500000.0,13.1,3.0,1.0,2.0,664.0,106.0,1930.0,-37.8235,145.1276,Eastern Metropolitan
535,535,Box Hill,55 Albion Rd,h,1600000.0,13.1,4.0,2.0,1.0,692.0,195.0,1890.0,-37.8247,145.1281,Eastern Metropolitan
536,536,Box Hill,12 Barcelona St,h,1461400.0,13.1,3.0,2.0,2.0,780.0,235.0,1927.0,-37.8244,145.1319,Eastern Metropolitan
537,537,Box Hill,2/4 Collins St,u,775000.0,13.1,3.0,1.0,1.0,211.0,108.0,1980.0,-37.8275,145.1232,Eastern Metropolitan
538,538,Box Hill,33 Pendle St,h,1670000.0,13.1,4.0,4.0,4.0,707.0,162.0,1926.0,-37.8166,145.1354,Eastern Metropolitan
539,539,Box Hill,6 Archibald St,h,4000000.0,13.1,3.0,1.0,2.0,763.0,120.0,1945.0,-37.8166,145.1215,Eastern Metropolitan
540,540,Box Hill,19 Kent Rd,h,928000.0,13.1,3.0,1.0,1.0,307.0,106.0,1890.0,-37.8247,145.1206,Eastern Metropolitan
541,541,Box Hill,3/8 Ashted Rd,u,636000.0,13.1,2.0,1.0,1.0,151.0,82.0,1970.0,-37.8234,145.1235,Eastern Metropolitan
542,542,Box Hill,5 Patricia St,h,1170000.0,13.1,3.0,1.0,1.0,755.0,95.0,1920.0,-37.8264,145.1248,Eastern Metropolitan
543,543,Box Hill,14 Collins St,h,1670000.0,13.1,4.0,2.0,2.0,590.0,231.0,1924.0,-37.8274,145.1242,Eastern Metropolitan
544,544,Box Hill,837 Canterbury Rd,h,857000.0,13.1,4.0,1.0,1.0,492.0,119.0,1930.0,-37.8283,145.1195,Eastern Metropolitan
545,545,Box Hill,2/38 Margaret St,t,822500.0,13.1,3.0,2.0,1.0,238.0,130.0,2000.0,-37.8154,145.1355,Eastern Metropolitan
546,546,Braybrook,25 Lily St,h,645000.0,10.8,2.0,1.0,1.0,566.0,75.0,1950.0,-37.7839,144.8524,Western Metropolitan
547,547,Braybrook,1/3 Vine St,t,502000.0,10.8,3.0,1.0,1.0,220.0,106.0,2011.0,-37.785,144.8561,Western Metropolitan
548,548,Braybrook,2/10 Skewes St,u,495000.0,10.8,3.0,2.0,1.0,327.0,124.0,2006.0,-37.7851,144.8517,Western Metropolitan
549,549,Braybrook,144 Duke St,h,868000.0,10.8,2.0,1.0,4.0,749.0,77.0,1950.0,-37.7814,144.847,Western Metropolitan
550,550,Braybrook,80 South Rd,h,645000.0,10.8,4.0,2.0,1.0,283.0,154.0,1990.0,-37.7908,144.8485,Western Metropolitan
551,551,Braybrook,3 Cross St,h,652000.0,10.8,3.0,2.0,1.0,216.0,145.0,2010.0,-37.7865,144.8605,Western Metropolitan
552,552,Braybrook,2 Riley Ct,h,850000.0,10.8,4.0,2.0,2.0,606.0,240.0,2002.0,-37.788,144.862,Western Metropolitan
553,553,Braybrook,21 Hughes St,h,575000.0,10.8,3.0,1.0,3.0,559.0,98.0,1955.0,-37.7923,144.852,Western Metropolitan
554,554,Braybrook,19 Kannan Bvd,h,882000.0,10.8,4.0,2.0,2.0,393.0,216.0,2008.0,-37.7763,144.8543,Western Metropolitan
555,555,Braybrook,20 Balmoral St,h,730000.0,10.8,3.0,2.0,2.0,544.0,135.0,1970.0,-37.7815,144.855,Western Metropolitan
556,556,Braybrook,80 South Rd,h,610000.0,10.8,4.0,2.0,1.0,283.0,154.0,1990.0,-37.7908,144.8485,Western Metropolitan
557,557,Braybrook,13 Wilson St,h,696000.0,10.8,3.0,1.0,0.0,557.0,90.0,1960.0,-37.7899,144.8515,Western Metropolitan
558,558,Braybrook,2B Bradford Ct,t,579000.0,10.8,3.0,2.0,1.0,198.0,144.0,2013.0,-37.7827,144.8625,Western Metropolitan
559,559,Braybrook,1 Moama St,h,765000.0,10.8,3.0,1.0,1.0,658.0,105.0,1960.0,-37.7905,144.8485,Western Metropolitan
560,560,Braybrook,11/1 Windsor St,t,475000.0,10.8,2.0,1.0,1.0,115.0,104.0,1980.0,-37.7948,144.85399999999996,Western Metropolitan
561,561,Braybrook,25 Errol St,h,550000.0,10.8,4.0,2.0,1.0,288.0,160.0,2000.0,-37.7775,144.855,Western Metropolitan
562,562,Braybrook,11/27 Marnoo St,h,495000.0,10.8,3.0,1.0,1.0,158.0,138.0,2005.0,-37.7889,144.8465,Western Metropolitan
563,563,Braybrook,14 Rose St,h,565000.0,10.8,3.0,2.0,1.0,566.0,78.0,1970.0,-37.7844,144.8523,Western Metropolitan
564,564,Brighton,18 Rooding St,h,1635000.0,11.2,3.0,1.0,2.0,366.0,156.0,1920.0,-37.9038,145.0001,Southern Metropolitan
565,565,Brighton,17 McCallum St,h,3695000.0,11.2,4.0,3.0,2.0,836.0,284.0,1960.0,-37.9071,144.9898,Southern Metropolitan
566,566,Brighton,2/26 Pearson St,u,536000.0,11.2,2.0,1.0,2.0,0.0,70.0,1970.0,-37.9081,145.0043,Southern Metropolitan
567,567,Brighton,18 Victoria St,h,3700000.0,11.2,4.0,3.0,2.0,742.0,247.0,1900.0,-37.914,144.9878,Southern Metropolitan
568,568,Brighton,50 Well St,h,1975000.0,11.2,3.0,1.0,2.0,432.0,122.0,1930.0,-37.9172,144.996,Southern Metropolitan
569,569,Brighton,4/78 Dendy St,h,1390000.0,11.2,3.0,1.0,2.0,340.0,137.0,1975.0,-37.9205,145.0007,Southern Metropolitan
570,570,Brighton,133 Head St,h,2905000.0,11.2,4.0,3.0,1.0,487.0,260.0,1905.0,-37.8926,144.9991,Southern Metropolitan
571,571,Brighton,1/112 Roslyn St,u,1300000.0,11.2,2.0,2.0,2.0,329.0,132.0,1940.0,-37.9172,145.004,Southern Metropolitan
572,572,Brighton,1/119 Roslyn St,t,1725000.0,11.2,3.0,2.0,2.0,411.0,225.0,1997.0,-37.918,145.0035,Southern Metropolitan
573,573,Brighton,30 Barkly St,h,2100000.0,11.2,3.0,2.0,2.0,463.0,209.0,1970.0,-37.9082,144.9968,Southern Metropolitan
574,574,Brighton,3/78 William St,u,800000.0,11.2,2.0,1.0,1.0,90.0,74.0,1960.0,-37.9122,145.0038,Southern Metropolitan
575,575,Brighton,124 Cole St,h,1761000.0,11.2,4.0,2.0,3.0,615.0,135.0,1920.0,-37.8956,145.0026,Southern Metropolitan
576,576,Brighton,24b Munro St,h,1302500.0,11.2,3.0,2.0,2.0,0.0,171.0,1993.0,-37.9166,144.9942,Southern Metropolitan
577,577,Brighton,74 Carpenter St,h,2750000.0,11.2,4.0,3.0,1.0,509.0,341.0,2005.0,-37.9118,144.9984,Southern Metropolitan
578,578,Brighton,4/149 Church St,u,892500.0,11.2,2.0,1.0,2.0,232.0,92.0,1970.0,-37.9157,144.9973,Southern Metropolitan
579,579,Brighton,120 Cole St,h,2145000.0,11.2,3.0,2.0,1.0,550.0,197.0,1910.0,-37.8954,145.0017,Southern Metropolitan
580,580,Brighton,15 Hanby St,h,3171000.0,11.2,4.0,2.0,2.0,710.0,340.0,2000.0,-37.9241,145.0008,Southern Metropolitan
581,581,Brighton,105/103 Bay St,u,620000.0,11.2,2.0,2.0,1.0,0.0,74.0,2013.0,-37.9042,144.9954,Southern Metropolitan
582,582,Brighton,2/422 St Kilda St,t,1475000.0,11.2,3.0,2.0,2.0,345.0,163.0,2000.0,-37.8943,144.9907,Southern Metropolitan
583,583,Brighton,1/10 Manor St,h,1650000.0,11.2,3.0,2.0,2.0,0.0,111.0,1980.0,-37.9174,144.9895,Southern Metropolitan
584,584,Brighton,176 Were St,h,1562500.0,11.2,5.0,2.0,2.0,655.0,202.0,1925.0,-37.9264,145.0044,Southern Metropolitan
585,585,Brighton,2 Campbell St,h,2050000.0,11.2,3.0,3.0,2.0,398.0,262.0,2012.0,-37.899,144.9901,Southern Metropolitan
586,586,Brighton,73 Martin St,h,3320000.0,11.2,4.0,3.0,2.0,644.0,364.0,2000.0,-37.8964,144.9972,Southern Metropolitan
587,587,Brighton,1/16 Black St,u,1100000.0,11.2,2.0,1.0,2.0,0.0,85.0,1935.0,-37.9131,144.995,Southern Metropolitan
588,588,Brighton,5 Bridge St,h,1650000.0,11.2,3.0,2.0,1.0,354.0,143.0,1910.0,-37.8916,145.0017,Southern Metropolitan
589,589,Brighton,28 Loller St,h,1570000.0,11.2,2.0,1.0,0.0,352.0,111.0,1920.0,-37.9154,145.001,Southern Metropolitan
590,590,Brighton,40 Whyte St,h,1785000.0,11.2,3.0,2.0,1.0,404.0,118.0,1953.0,-37.9228,144.9996,Southern Metropolitan
591,591,Brighton,7 Chavasse St,h,1875000.0,11.2,3.0,2.0,2.0,275.0,170.0,1991.0,-37.9153,144.9924,Southern Metropolitan
592,592,Brighton,4/23 South Rd,u,1266000.0,11.2,3.0,1.0,2.0,277.0,116.0,1950.0,-37.9268,144.991,Southern Metropolitan
593,593,Brighton,97 Dendy St,h,2730000.0,11.2,5.0,3.0,2.0,895.0,423.0,1938.0,-37.9204,145.0028,Southern Metropolitan
594,594,Brighton,95 Cochrane St,h,3295888.0,11.2,4.0,3.0,2.0,565.0,337.0,1990.0,-37.8975,144.9991,Southern Metropolitan
595,595,Brighton,6/138 New St,u,375000.0,11.2,1.0,1.0,1.0,0.0,40.0,1965.0,-37.9181,144.993,Southern Metropolitan
596,596,Brighton,8/35 Normanby St,u,756000.0,11.2,2.0,1.0,1.0,0.0,80.0,1920.0,-37.9112,144.9909,Southern Metropolitan
597,597,Brighton,31 Orchard St,h,2100000.0,11.2,5.0,5.0,2.0,552.0,219.0,1920.0,-37.9012,144.997,Southern Metropolitan
598,598,Brighton,22 Champion St,h,2375000.0,11.2,4.0,2.0,2.0,547.0,302.0,2000.0,-37.9271,145.0034,Southern Metropolitan
599,599,Brighton,679 Hampton St,h,1385000.0,11.2,3.0,1.0,2.0,426.0,120.0,1935.0,-37.9254,145.0045,Southern Metropolitan
600,600,Brighton,4/14 Brickwood St,u,858000.0,11.2,2.0,1.0,1.0,107.0,75.0,1950.0,-37.8958,144.9982,Southern Metropolitan
601,601,Brighton,12 May St,h,2800000.0,11.2,4.0,2.0,4.0,569.0,229.0,1910.0,-37.8962,145.0011,Southern Metropolitan
602,602,Brighton,82 New St,h,3700000.0,11.2,4.0,3.0,4.0,1572.0,305.0,1890.0,-37.9233,144.9944,Southern Metropolitan
603,603,Brighton,823 Hampton St,h,2475000.0,11.2,4.0,2.0,2.0,605.0,274.0,1920.0,-37.916,145.0064,Southern Metropolitan
604,604,Brighton,64 North Rd,h,2700000.0,11.2,4.0,2.0,2.0,732.0,333.0,1925.0,-37.8987,144.9953,Southern Metropolitan
605,605,Brighton,66 Champion St,h,3900000.0,11.2,4.0,2.0,2.0,842.0,311.0,1990.0,-37.9227,145.0043,Southern Metropolitan
606,606,Brighton,10/32 Loller St,u,610000.0,11.2,2.0,1.0,1.0,0.0,75.0,2005.0,-37.9156,145.0013,Southern Metropolitan
607,607,Brighton,33a Durrant St,h,1532000.0,11.2,2.0,1.0,2.0,411.0,165.0,1910.0,-37.9095,145.004,Southern Metropolitan
608,608,Brighton,147A Male St,t,1037000.0,11.2,2.0,1.0,2.0,125.0,2.0,2009.0,-37.9078,145.0051,Southern Metropolitan
609,609,Brighton,119 North Rd,h,3050000.0,11.2,4.0,4.0,2.0,578.0,319.0,1995.0,-37.8989,145.0008,Southern Metropolitan
610,610,Brighton,2/71 Roslyn St,t,1630000.0,11.2,4.0,2.0,2.0,432.0,196.0,2000.0,-37.9228,145.0022,Southern Metropolitan
611,611,Brighton,58 Champion St,h,2640000.0,11.2,4.0,2.0,2.0,848.0,246.0,1975.0,-37.9234,145.0042,Southern Metropolitan
612,612,Brighton,3/198 Church St,u,671000.0,11.2,1.0,1.0,1.0,70.0,74.0,1980.0,-37.9194,145.0003,Southern Metropolitan
613,613,Brighton,686A Hampton St,t,2250000.0,11.2,4.0,2.0,2.0,230.0,281.0,2012.0,-37.9237,145.0056,Southern Metropolitan
614,614,Brighton,3A Huntingfield Rd,h,2900000.0,11.2,3.0,1.0,1.0,659.0,161.0,1942.0,-37.919,144.9953,Southern Metropolitan
615,615,Brighton,21 Wolseley Gr,h,2405000.0,11.2,4.0,1.0,2.0,695.0,142.0,1970.0,-37.9262,144.9969,Southern Metropolitan
616,616,Brighton,23a Chelsea St,u,1352500.0,11.2,2.0,2.0,1.0,280.0,110.0,1993.0,-37.91,144.989,Southern Metropolitan
617,617,Brighton,86 Dendy St,h,3105000.0,11.2,4.0,2.0,2.0,1045.0,304.0,1930.0,-37.9205,145.0012,Southern Metropolitan
618,618,Brighton,17 Rusden St,h,1500000.0,11.2,3.0,2.0,1.0,549.0,195.0,1990.0,-37.8869,144.9982,Southern Metropolitan
619,619,Brighton East,7 Balfour St,h,1940000.0,10.7,4.0,2.0,2.0,682.0,240.0,1960.0,-37.9205,145.0122,Southern Metropolitan
620,620,Brighton East,4 Marriage Rd,h,1850000.0,10.7,4.0,2.0,2.0,617.0,268.0,1940.0,-37.9187,145.007,Southern Metropolitan
621,621,Brighton East,244a South Rd,h,930000.0,10.7,3.0,1.0,1.0,329.0,117.0,1930.0,-37.9317,145.0218,Southern Metropolitan
622,622,Brighton East,133A Centre Rd,h,1310000.0,10.7,4.0,3.0,2.0,618.0,213.0,2008.0,-37.9162,145.0219,Southern Metropolitan
623,623,Brighton East,14 Milroy St,h,2504000.0,10.7,4.0,2.0,2.0,674.0,183.0,1950.0,-37.9022,145.0125,Southern Metropolitan
624,624,Brighton East,67 Centre Rd,h,1445000.0,10.7,2.0,1.0,1.0,649.0,126.0,1940.0,-37.9153,145.0142,Southern Metropolitan
625,625,Brighton East,12 Meyer Ct,h,1825000.0,10.7,4.0,3.0,2.0,594.0,594.0,1973.0,-37.9029,145.0118,Southern Metropolitan
626,626,Brighton East,13 Robinson St,h,1700000.0,10.7,4.0,2.0,1.0,994.0,274.0,1935.0,-37.9187,145.0187,Southern Metropolitan
627,627,Brighton East,109 Thomas St,h,1400000.0,10.7,4.0,3.0,4.0,824.0,235.0,1930.0,-37.9091,145.0245,Southern Metropolitan
628,628,Brighton East,80 Marriage Rd,h,1500000.0,10.7,3.0,2.0,2.0,315.0,228.0,2000.0,-37.9199,145.0174,Southern Metropolitan
629,629,Brighton East,11 Billson St,h,1400000.0,10.7,3.0,1.0,3.0,613.0,182.0,1950.0,-37.9177,145.0143,Southern Metropolitan
630,630,Brighton East,15 Hodder St,h,1600000.0,10.7,5.0,2.0,2.0,616.0,245.0,1945.0,-37.9084,145.0221,Southern Metropolitan
631,631,Brighton East,5 Margaret St,h,1780000.0,10.7,4.0,3.0,2.0,635.0,119.0,1935.0,-37.9205,145.0102,Southern Metropolitan
632,632,Brighton East,375 South Rd,h,1200000.0,10.7,5.0,2.0,5.0,775.0,270.0,1920.0,-37.932,145.0284,Southern Metropolitan
633,633,Brighton East,16/373 South Rd,u,775000.0,10.7,2.0,1.0,1.0,112.0,90.0,1960.0,-37.9306,145.0284,Southern Metropolitan
634,634,Brighton East,4 Vincent St,h,1480000.0,10.7,3.0,2.0,2.0,697.0,143.0,1925.0,-37.9269,145.0274,Southern Metropolitan
635,635,Brighton East,299 South Rd,h,1590000.0,10.7,3.0,3.0,2.0,481.0,244.0,2012.0,-37.931,145.0198,Southern Metropolitan
636,636,Brighton East,13 Hornby St,h,2840000.0,10.7,5.0,2.0,2.0,999.0,274.0,1972.0,-37.9135,145.0189,Southern Metropolitan
637,637,Brighton East,48 Thomas St,h,1000000.0,10.7,2.0,1.0,2.0,564.0,131.0,1948.0,-37.9143,145.0238,Southern Metropolitan
638,638,Brighton East,14 Holmhurst Ct,h,1700000.0,10.7,4.0,3.0,4.0,708.0,275.0,1950.0,-37.9299,145.015,Southern Metropolitan
639,639,Brighton East,92 Thomas St,h,3207000.0,10.7,5.0,5.0,3.0,1561.0,272.0,1969.0,-37.9102,145.0245,Southern Metropolitan
640,640,Brighton East,2/19 Hemming St,u,880000.0,10.7,3.0,2.0,2.0,304.0,34.0,1990.0,-37.9308,145.0316,Southern Metropolitan
641,641,Brighton East,200 South Rd,h,1920000.0,10.7,4.0,1.0,1.0,1000.0,203.0,1960.0,-37.931,145.0163,Southern Metropolitan
642,642,Brighton East,1 Alexander St,h,1301000.0,10.7,3.0,2.0,2.0,401.0,121.0,1926.0,-37.9062,145.0173,Southern Metropolitan
643,643,Brighton East,50 Lucas St,h,2550000.0,10.7,5.0,3.0,2.0,915.0,233.0,1960.0,-37.9231,145.0104,Southern Metropolitan
644,644,Brighton East,3 Carrington Gr,h,1915000.0,10.7,5.0,2.0,0.0,645.0,238.0,1970.0,-37.9175,145.0116,Southern Metropolitan
645,645,Brighton East,139 Thomas St,h,1650000.0,10.7,5.0,3.0,2.0,598.0,212.0,1948.0,-37.9075,145.0248,Southern Metropolitan
646,646,Brighton East,4a Marriage Rd,h,1530000.0,10.7,2.0,2.0,1.0,603.0,177.0,1920.0,-37.9187,145.0071,Southern Metropolitan
647,647,Brighton East,55 Baird St,h,2050000.0,10.7,4.0,2.0,4.0,678.0,233.0,1940.0,-37.9255,145.0118,Southern Metropolitan
648,648,Brighton East,25 Camperdown St,h,2550000.0,10.7,5.0,3.0,2.0,551.0,346.0,2016.0,-37.9176,145.009,Southern Metropolitan
649,649,Brighton East,2/5 Camperdown St,u,905000.0,10.7,2.0,1.0,2.0,189.0,93.0,1980.0,-37.9172,145.0072,Southern Metropolitan
650,650,Brighton East,9a Elizabeth St,h,1355000.0,10.7,3.0,1.0,2.0,759.0,151.0,1930.0,-37.9057,145.0166,Southern Metropolitan
651,651,Brighton East,4 Farmer St,h,1845000.0,10.7,2.0,1.0,2.0,604.0,145.0,1950.0,-37.9268,145.0094,Southern Metropolitan
652,652,Brighton East,7 Tuxen Ct,h,2050000.0,10.7,5.0,3.0,3.0,669.0,309.0,1970.0,-37.9289,145.0284,Southern Metropolitan
653,653,Brighton East,38 Agnew St,h,1710000.0,10.7,4.0,3.0,2.0,435.0,228.0,1915.0,-37.91,145.0113,Southern Metropolitan
654,654,Brighton East,1/2 Robinson St,t,1300000.0,10.7,3.0,2.0,2.0,337.0,222.0,2000.0,-37.9196,145.0205,Southern Metropolitan
655,655,Brighton East,27 Arnold Rd,h,2200000.0,10.7,4.0,2.0,2.0,654.0,286.0,2000.0,-37.9292,145.0236,Southern Metropolitan
656,656,Brighton East,25 Robinson St,h,2150000.0,10.7,4.0,3.0,2.0,614.0,225.0,1970.0,-37.9186,145.0175,Southern Metropolitan
657,657,Brighton East,4/2 Hornby St,t,681000.0,10.7,2.0,1.0,1.0,166.0,60.0,2012.0,-37.9159,145.019,Southern Metropolitan
658,658,Brighton East,8 Thomas St,h,1310000.0,10.7,4.0,3.0,2.0,302.0,250.0,2018.0,-37.9182,145.0231,Southern Metropolitan
659,659,Brighton East,6/141 Centre Rd,u,340000.0,10.7,1.0,1.0,1.0,0.0,57.0,1950.0,-37.9164,145.0228,Southern Metropolitan
660,660,Brighton East,3/127 Dendy St,u,692000.0,10.7,2.0,1.0,1.0,74.0,66.0,1960.0,-37.9207,145.0079,Southern Metropolitan
661,661,Brighton East,2/21 Hodder St,t,1367000.0,10.7,4.0,2.0,2.0,315.0,4.0,2000.0,-37.9078,145.0222,Southern Metropolitan
662,662,Brighton East,2/33 Cluden St,u,903000.0,10.7,2.0,1.0,1.0,171.0,101.0,1970.0,-37.9125,145.0114,Southern Metropolitan
663,663,Brighton East,9 Montgomery St,h,2820000.0,10.7,4.0,4.0,4.0,509.0,337.0,1960.0,-37.9172,145.0214,Southern Metropolitan
664,664,Brighton East,11 Summerhill Rd,h,1813000.0,10.7,2.0,1.0,2.0,660.0,117.0,1930.0,-37.9179,145.0127,Southern Metropolitan
665,665,Brighton East,5 Tuxen Ct,h,1655000.0,10.7,5.0,2.0,2.0,679.0,288.0,1950.0,-37.9291,145.0283,Southern Metropolitan
666,666,Brighton East,5 Arnot St,t,1230000.0,10.7,3.0,2.0,2.0,297.0,193.0,1980.0,-37.9124,145.0132,Southern Metropolitan
667,667,Brighton East,4 Bruce St,h,1389000.0,10.7,4.0,1.0,2.0,656.0,150.0,1930.0,-37.9027,145.0225,Southern Metropolitan
668,668,Brighton East,214 Were St,h,2310000.0,10.7,4.0,2.0,2.0,757.0,130.0,1930.0,-37.9266,145.0088,Southern Metropolitan
669,669,Brighton East,2a Hurlstone St,t,1014000.0,10.7,2.0,1.0,1.0,267.0,131.0,1990.0,-37.9055,145.0173,Southern Metropolitan
670,670,Brunswick,234 Victoria St,h,1026000.0,5.2,2.0,1.0,0.0,225.0,108.0,1905.0,-37.7676,144.9665,Northern Metropolitan
671,671,Brunswick,9 Blair St,h,1802500.0,5.2,4.0,3.0,1.0,238.0,93.0,1910.0,-37.7713,144.9643,Northern Metropolitan
672,672,Brunswick,25 Hardy St,h,1500000.0,5.2,4.0,3.0,1.0,365.0,209.0,1890.0,-37.7624,144.9671,Northern Metropolitan
673,673,Brunswick,29 Stewart St,h,2230000.0,5.2,4.0,2.0,3.0,851.0,287.0,1940.0,-37.7637,144.9662,Northern Metropolitan
674,674,Brunswick,11/97 Brickworks Dr,u,410000.0,5.2,2.0,1.0,1.0,0.0,66.0,2000.0,-37.7695,144.9528,Northern Metropolitan
675,675,Brunswick,9/15 De Carle St,u,272500.0,5.2,1.0,1.0,1.0,0.0,40.0,1970.0,-37.762,144.9647,Northern Metropolitan
676,676,Brunswick,2/3 Donald St,h,680000.0,5.2,3.0,3.0,1.0,81.0,100.0,2016.0,-37.7575,144.9647,Northern Metropolitan
677,677,Brunswick,3/9 Austin Tce,u,400000.0,5.2,2.0,1.0,1.0,0.0,61.0,1970.0,-37.7608,144.968,Northern Metropolitan
678,678,Brunswick,77 Blyth St,h,950000.0,5.2,3.0,1.0,0.0,170.0,96.0,1910.0,-37.7661,144.9691,Northern Metropolitan
679,679,Brunswick,141 Gold St,h,845500.0,5.2,2.0,1.0,1.0,179.0,90.0,1890.0,-37.7742,144.9542,Northern Metropolitan
680,680,Brunswick,3/4 Mitchell St,t,605000.0,5.2,2.0,1.0,1.0,0.0,78.0,2009.0,-37.7588,144.9646,Northern Metropolitan
681,681,Brunswick,9/33 Staley St,u,445000.0,5.2,2.0,1.0,1.0,0.0,61.0,1975.0,-37.7643,144.9638,Northern Metropolitan
682,682,Brunswick,1/263 Albion St,u,659500.0,5.2,2.0,1.0,1.0,100.0,85.0,1970.0,-37.7601,144.9581,Northern Metropolitan
683,683,Brunswick,6/153 Barkly St,u,600000.0,5.2,2.0,1.0,1.0,0.0,75.0,2011.0,-37.777,144.9703,Northern Metropolitan
684,684,Brunswick,129 Albion St,h,1115000.0,5.2,4.0,1.0,0.0,264.0,139.0,1900.0,-37.7611,144.9677,Northern Metropolitan
685,685,Brunswick,39 Eveline St,h,1125000.0,5.2,3.0,1.0,1.0,278.0,91.0,1910.0,-37.7701,144.9633,Northern Metropolitan
686,686,Brunswick,28 Osborne St,h,855000.0,5.2,3.0,1.0,1.0,229.0,97.0,1930.0,-37.7622,144.9586,Northern Metropolitan
687,687,Brunswick,16 Thistle St,t,940000.0,5.2,3.0,2.0,1.0,186.0,140.0,2016.0,-37.7581,144.9514,Northern Metropolitan
688,688,Brunswick,3/38 Charles St,t,750000.0,5.2,2.0,2.0,1.0,118.0,88.0,2013.0,-37.7723,144.9643,Northern Metropolitan
689,689,Brunswick,73 Davies St,h,1056000.0,5.2,2.0,1.0,1.0,315.0,108.0,1910.0,-37.757,144.9697,Northern Metropolitan
690,690,Brunswick,3/5 Evans St,u,880000.0,5.2,3.0,2.0,1.0,122.0,152.0,2000.0,-37.7697,144.9649,Northern Metropolitan
691,691,Brunswick,5 MacKenzie St,h,1222500.0,5.2,3.0,1.0,0.0,331.0,126.0,1890.0,-37.7619,144.959,Northern Metropolitan
692,692,Brunswick,87 Hope St,t,955000.0,5.2,3.0,2.0,2.0,327.0,110.0,2007.0,-37.7636,144.9559,Northern Metropolitan
693,693,Brunswick,1/32 Donald St,u,587000.0,5.2,2.0,1.0,1.0,114.0,65.0,1970.0,-37.758,144.9667,Northern Metropolitan
694,694,Brunswick,98 Evans St,h,1060000.0,5.2,3.0,1.0,0.0,257.0,121.0,1935.0,-37.7704,144.9695,Northern Metropolitan
695,695,Brunswick,246 Victoria St,h,890000.0,5.2,2.0,1.0,1.0,199.0,93.0,1900.0,-37.7676,144.9659,Northern Metropolitan
696,696,Brunswick,2/12 Jones St,t,685000.0,5.2,2.0,2.0,1.0,0.0,100.0,2002.0,-37.7617,144.9642,Northern Metropolitan
697,697,Brunswick,14 Murdock St,h,976000.0,5.2,3.0,2.0,1.0,240.0,162.0,2005.0,-37.756,144.9587,Northern Metropolitan
698,698,Brunswick,8/2 Pottery Ct,t,641000.0,5.2,3.0,2.0,1.0,0.0,112.0,1900.0,-37.7703,144.9533,Northern Metropolitan
699,699,Brunswick,157 Albion St,h,770000.0,5.2,2.0,1.0,0.0,152.0,87.0,1910.0,-37.7611,144.966,Northern Metropolitan
700,700,Brunswick,6/305 Albion St,u,279500.0,5.2,1.0,1.0,1.0,0.0,51.0,1970.0,-37.7597,144.9548,Northern Metropolitan
701,701,Brunswick,177 Barkly St,h,1800000.0,5.2,4.0,2.0,3.0,271.0,180.0,1900.0,-37.7769,144.9691,Northern Metropolitan
702,702,Brunswick,30 Charles St,h,1350000.0,5.2,4.0,1.0,1.0,370.0,151.0,1940.0,-37.7728,144.9639,Northern Metropolitan
703,703,Brunswick,113 Glenlyon Rd,h,1320000.0,5.2,4.0,2.0,1.0,281.0,156.0,1920.0,-37.7722,144.9681,Northern Metropolitan
704,704,Brunswick,311 Albion St,h,825000.0,5.2,3.0,1.0,1.0,210.0,130.0,1900.0,-37.7597,144.9545,Northern Metropolitan
705,705,Brunswick,175 Edward St,h,1261000.0,5.2,2.0,1.0,1.0,216.0,100.0,1910.0,-37.7746,144.9697,Northern Metropolitan
706,706,Brunswick,84 Stewart St,h,1045000.0,5.2,3.0,1.0,2.0,222.0,105.0,1890.0,-37.7642,144.969,Northern Metropolitan
707,707,Brunswick,215/1 Dods St,u,1044000.0,5.2,3.0,1.0,1.0,0.0,85.0,2000.0,-37.773,144.9624,Northern Metropolitan
708,708,Brunswick,154 Brunswick Rd,h,1050000.0,5.2,3.0,1.0,1.0,239.0,126.0,1910.0,-37.7776,144.963,Northern Metropolitan
709,709,Brunswick,2 Chambers St,h,1691500.0,5.2,3.0,2.0,3.0,470.0,152.0,1920.0,-37.7788,144.9688,Northern Metropolitan
710,710,Brunswick,54 Davies St,h,1075000.0,5.2,2.0,1.0,0.0,311.0,108.0,1930.0,-37.7572,144.9687,Northern Metropolitan
711,711,Brunswick,23/10 Breese St,u,501000.0,5.2,2.0,1.0,1.0,1140.0,80.0,2010.0,-37.7634,144.9616,Northern Metropolitan
