,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,flag_suburb,flag_street_Address,flag_type,flag_regionname
879,8.7,3.0,3.0,2.0,270.0,215.0,2009.0,-37.7847,144.8962,33.0,767.0,0.0,2.0
880,8.7,3.0,2.0,2.0,211.0,234.0,2005.0,-37.7848,144.8969,33.0,767.0,0.0,2.0
881,8.7,3.0,1.0,4.0,578.0,176.0,2006.0,-37.7837,144.8887,33.0,21.0,0.0,2.0
882,2.8,2.0,2.0,1.0,0.0,85.0,1997.0,-37.8095,144.9691,74.0,249.0,1.0,1.0
883,2.8,2.0,1.0,1.0,0.0,84.0,2001.0,-37.808,144.9617,74.0,150.0,1.0,1.0
884,2.8,2.0,1.0,1.0,0.0,55.0,2014.0,-37.8091,144.9609,74.0,1621.0,1.0,1.0
885,2.8,2.0,1.0,0.0,0.0,66.0,1974.0,-37.8138,144.9548,74.0,76.0,1.0,1.0
886,2.8,2.0,1.0,1.0,0.0,80.0,2004.0,-37.8106,144.9646,74.0,133.0,1.0,1.0
887,2.8,1.0,1.0,0.0,0.0,64.0,1976.0,-37.8127,144.9627,74.0,29.0,1.0,1.0
888,2.8,1.0,1.0,1.0,0.0,59.0,2006.0,-37.8157,144.9727,74.0,249.0,1.0,1.0
889,2.8,2.0,1.0,1.0,0.0,67.0,2002.0,-37.8188,144.9544,74.0,44.0,1.0,1.0
890,2.8,1.0,1.0,0.0,0.0,57.0,1960.0,-37.8178,144.9607,74.0,284.0,1.0,1.0
891,2.8,1.0,1.0,1.0,0.0,51.0,2005.0,-37.8111,144.9715,74.0,678.0,1.0,1.0
892,2.8,3.0,2.0,1.0,0.0,122.0,1998.0,-37.8095,144.9691,74.0,249.0,1.0,1.0
893,2.8,1.0,1.0,0.0,1414.0,47.0,2014.0,-37.8161,144.9712,74.0,126.0,1.0,1.0
894,2.8,1.0,1.0,2.0,0.0,102.0,1965.0,-37.8132,144.9545,74.0,76.0,1.0,1.0
895,2.8,2.0,1.0,2.0,0.0,55.0,1917.0,-37.816,144.9535,74.0,1681.0,1.0,1.0
896,2.8,1.0,1.0,1.0,0.0,68.0,2004.0,-37.8106,144.9646,74.0,133.0,1.0,1.0
897,2.8,1.0,1.0,1.0,0.0,64.0,1920.0,-37.8157,144.9727,74.0,249.0,1.0,1.0
898,2.8,1.0,1.0,1.0,4051.0,68.0,2005.0,-37.8072,144.9623,74.0,133.0,1.0,1.0
899,2.8,1.0,1.0,1.0,0.0,65.0,1920.0,-37.8168,144.9691,74.0,126.0,1.0,1.0
900,2.8,2.0,2.0,1.0,0.0,94.0,1965.0,-37.8166,144.9635,74.0,44.0,1.0,1.0
901,2.8,2.0,2.0,1.0,0.0,89.0,1997.0,-37.8095,144.9691,74.0,249.0,1.0,1.0
902,2.8,1.0,1.0,1.0,1136.0,69.0,2009.0,-37.8211,144.9559,74.0,126.0,1.0,1.0
903,4.1,3.0,1.0,1.0,279.0,133.0,1900.0,-37.8499,144.957,117.0,1077.0,0.0,0.0
904,4.1,3.0,1.0,2.0,277.0,132.0,1900.0,-37.8516,144.9624,117.0,59.0,0.0,0.0
905,4.1,2.0,1.0,1.0,760.0,58.0,1930.0,-37.8474,144.9625,117.0,43.0,1.0,0.0
906,4.1,2.0,1.0,1.0,0.0,67.0,1970.0,-37.8556,144.9669,117.0,522.0,1.0,0.0
907,4.1,4.0,2.0,1.0,182.0,100.0,1900.0,-37.8518,144.9663,117.0,196.0,0.0,0.0
908,4.1,2.0,1.0,0.0,123.0,73.0,1910.0,-37.8551,144.968,117.0,993.0,0.0,0.0
909,4.1,2.0,1.0,0.0,152.0,82.0,1910.0,-37.8498,144.9628,117.0,165.0,0.0,0.0
910,4.1,3.0,2.0,2.0,181.0,212.0,2010.0,-37.8536,144.9625,117.0,1169.0,0.0,0.0
911,4.1,3.0,2.0,1.0,151.0,165.0,1880.0,-37.847,144.9594,117.0,3338.0,0.0,0.0
912,4.1,2.0,1.0,0.0,152.0,113.0,1915.0,-37.8513,144.9586,117.0,23.0,0.0,0.0
913,4.1,3.0,1.0,3.0,217.0,125.0,1900.0,-37.8474,144.9582,117.0,196.0,0.0,0.0
914,11.8,2.0,1.0,1.0,613.0,115.0,1950.0,-37.8238,145.1135,124.0,301.0,0.0,3.0
915,11.8,2.0,2.0,2.0,0.0,80.0,2003.0,-37.8161,145.1098,124.0,177.0,1.0,3.0
916,11.8,3.0,3.0,2.0,1149.0,225.0,1920.0,-37.812,145.1095,124.0,405.0,0.0,3.0
917,11.8,5.0,4.0,2.0,355.0,25.0,1979.0,-37.812,145.1074,124.0,405.0,0.0,3.0
918,11.8,4.0,2.0,2.0,931.0,199.0,1930.0,-37.8226,145.1103,124.0,297.0,0.0,3.0
919,11.8,3.0,2.0,2.0,330.0,148.0,2001.0,-37.8167,145.107,124.0,1.0,2.0,3.0
920,11.8,4.0,2.0,2.0,813.0,170.0,1938.0,-37.8118,145.1065,124.0,3151.0,0.0,3.0
921,11.8,5.0,1.0,0.0,711.0,207.0,1950.0,-37.8195,145.1134,124.0,1044.0,0.0,3.0
922,11.8,2.0,2.0,2.0,0.0,116.0,2005.0,-37.8161,145.1098,124.0,177.0,1.0,3.0
923,11.8,4.0,2.0,6.0,2187.0,327.0,1903.0,-37.8186,145.1134,124.0,627.0,0.0,3.0
924,11.8,3.0,2.0,2.0,255.0,152.0,2000.0,-37.8192,145.111,124.0,1044.0,2.0,3.0
925,11.8,3.0,2.0,2.0,640.0,117.0,1950.0,-37.8173,145.1123,124.0,1874.0,0.0,3.0
926,11.8,2.0,1.0,1.0,0.0,92.0,2005.0,-37.8161,145.1098,124.0,177.0,1.0,3.0
927,6.9,3.0,2.0,2.0,0.0,120.0,2000.0,-37.7672,144.9209,12.0,1172.0,1.0,2.0
928,6.9,3.0,2.0,2.0,0.0,189.0,2009.0,-37.7688,144.9054,12.0,172.0,0.0,2.0
929,6.9,2.0,1.0,1.0,0.0,63.0,2007.0,-37.7677,144.9221,12.0,267.0,1.0,2.0
930,6.9,4.0,3.0,2.0,615.0,201.0,1920.0,-37.7617,144.9052,12.0,383.0,0.0,2.0
931,6.9,3.0,2.0,1.0,287.0,196.0,1880.0,-37.7698,144.9214,12.0,1707.0,0.0,2.0
932,6.9,4.0,1.0,1.0,388.0,120.0,1920.0,-37.7692,144.9057,12.0,172.0,0.0,2.0
933,6.9,3.0,3.0,2.0,384.0,178.0,1920.0,-37.7617,144.9272,12.0,112.0,0.0,2.0
934,6.9,3.0,1.0,2.0,328.0,107.0,1900.0,-37.7658,144.9077,12.0,58.0,0.0,2.0
935,6.9,3.0,2.0,3.0,477.0,258.0,2014.0,-37.7661,144.9076,12.0,58.0,0.0,2.0
936,6.9,3.0,1.0,1.0,443.0,102.0,1930.0,-37.7585,144.928,12.0,13.0,0.0,2.0
937,6.9,4.0,1.0,1.0,571.0,138.0,1915.0,-37.7659,144.9116,12.0,978.0,0.0,2.0
938,6.9,3.0,2.0,1.0,431.0,152.0,1906.0,-37.7702,144.9268,12.0,233.0,0.0,2.0
939,6.9,3.0,2.0,2.0,214.0,111.0,1997.0,-37.7709,144.9334,12.0,2898.0,0.0,2.0
940,6.9,2.0,1.0,1.0,0.0,82.0,1950.0,-37.7701,144.9079,12.0,111.0,1.0,2.0
941,6.9,4.0,4.0,2.0,636.0,308.0,1900.0,-37.7629,144.9157,12.0,3324.0,0.0,2.0
942,6.9,2.0,2.0,1.0,0.0,115.0,2001.0,-37.7672,144.9209,12.0,1172.0,1.0,2.0
943,6.9,2.0,1.0,1.0,0.0,85.0,1990.0,-37.7617,144.9367,12.0,1225.0,1.0,2.0
944,6.9,3.0,1.0,3.0,477.0,146.0,1910.0,-37.7632,144.9292,12.0,61.0,0.0,2.0
945,6.9,3.0,2.0,0.0,408.0,199.0,1900.0,-37.77,144.91299999999995,12.0,114.0,0.0,2.0
946,6.9,3.0,1.0,1.0,449.0,133.0,1910.0,-37.7674,144.9084,12.0,111.0,0.0,2.0
947,6.9,4.0,1.0,2.0,453.0,145.0,1920.0,-37.7698,144.9336,12.0,1002.0,0.0,2.0
948,6.9,2.0,1.0,0.0,225.0,97.0,1890.0,-37.7639,144.9093,12.0,37.0,0.0,2.0
949,6.9,1.0,1.0,1.0,0.0,54.0,1965.0,-37.7652,144.9116,12.0,49.0,1.0,2.0
950,6.9,2.0,1.0,1.0,301.0,80.0,1920.0,-37.7695,144.9092,12.0,130.0,0.0,2.0
951,6.9,4.0,1.0,3.0,539.0,190.0,1900.0,-37.7701,144.9287,12.0,233.0,0.0,2.0
952,6.9,3.0,2.0,2.0,249.0,168.0,2007.0,-37.7609,144.9296,12.0,28.0,0.0,2.0
953,6.9,2.0,1.0,1.0,1981.0,111.0,2006.0,-37.7677,144.9221,12.0,267.0,2.0,2.0
954,6.9,2.0,1.0,1.0,0.0,39.0,2014.0,-37.7715,144.916,12.0,156.0,1.0,2.0
955,6.9,3.0,1.0,1.0,549.0,192.0,1930.0,-37.7696,144.929,12.0,1002.0,0.0,2.0
956,6.9,2.0,1.0,1.0,228.0,125.0,1910.0,-37.7685,144.9183,12.0,3170.0,0.0,2.0
957,6.9,3.0,1.0,0.0,307.0,136.0,1910.0,-37.7704,144.9083,12.0,111.0,0.0,2.0
958,6.9,5.0,3.0,2.0,646.0,261.0,1925.0,-37.7625,144.9074,12.0,342.0,0.0,2.0
959,6.9,5.0,3.0,3.0,619.0,372.0,2009.0,-37.7691,144.9321,12.0,413.0,0.0,2.0
960,6.9,3.0,2.0,2.0,394.0,160.0,1890.0,-37.7699,144.9149,12.0,807.0,0.0,2.0
961,6.9,4.0,2.0,1.0,435.0,329.0,1920.0,-37.7601,144.9228,12.0,169.0,0.0,2.0
962,6.9,3.0,1.0,2.0,436.0,142.0,1910.0,-37.7704,144.9292,12.0,233.0,0.0,2.0
963,6.9,2.0,1.0,1.0,0.0,59.0,1970.0,-37.7597,144.9188,12.0,2628.0,1.0,2.0
964,6.9,5.0,2.0,2.0,207.0,168.0,2004.0,-37.7615,144.9333,12.0,2118.0,2.0,2.0
965,6.9,3.0,2.0,1.0,216.0,156.0,1995.0,-37.7607,144.9314,12.0,545.0,2.0,2.0
966,6.9,4.0,2.0,2.0,313.0,193.0,1910.0,-37.7709,144.9288,12.0,2284.0,0.0,2.0
967,6.9,1.0,1.0,1.0,0.0,41.0,1970.0,-37.758,144.9237,12.0,13.0,1.0,2.0
968,6.9,2.0,1.0,1.0,345.0,95.0,1930.0,-37.773,144.9335,12.0,1000.0,0.0,2.0
969,6.9,3.0,1.0,1.0,526.0,159.0,1900.0,-37.7701,144.9172,12.0,807.0,0.0,2.0
970,6.9,3.0,2.0,1.0,310.0,287.0,1930.0,-37.7639,144.9126,12.0,27.0,2.0,2.0
971,6.9,3.0,1.0,1.0,0.0,54.0,1970.0,-37.7654,144.9094,12.0,978.0,1.0,2.0
972,6.9,4.0,2.0,1.0,67.0,145.0,2000.0,-37.760999999999996,144.9262,12.0,224.0,2.0,2.0
973,6.9,3.0,2.0,1.0,283.0,222.0,2002.0,-37.7638,144.9175,12.0,1271.0,0.0,2.0
974,6.9,3.0,2.0,2.0,156.0,152.0,2000.0,-37.7631,144.9357,12.0,112.0,2.0,2.0
975,6.9,3.0,2.0,3.0,596.0,203.0,1950.0,-37.7609,144.905,12.0,383.0,0.0,2.0
976,6.9,2.0,1.0,1.0,166.0,81.0,1965.0,-37.7624,144.9365,12.0,1225.0,1.0,2.0
977,6.9,4.0,2.0,2.0,441.0,164.0,1910.0,-37.7627,144.9278,12.0,61.0,0.0,2.0
978,6.9,3.0,2.0,1.0,271.0,143.0,1915.0,-37.7682,144.9058,12.0,172.0,0.0,2.0
979,6.9,1.0,1.0,1.0,0.0,45.0,1970.0,-37.758,144.9237,12.0,13.0,1.0,2.0
980,6.9,4.0,1.0,2.0,739.0,155.0,1930.0,-37.7613,144.9177,12.0,2083.0,0.0,2.0
981,6.9,2.0,1.0,1.0,0.0,65.0,2014.0,-37.7677,144.92,12.0,30.0,1.0,2.0
982,6.9,3.0,2.0,2.0,217.0,145.0,2013.0,-37.7704,144.9162,12.0,101.0,2.0,2.0
983,6.9,3.0,3.0,1.0,325.0,132.0,1910.0,-37.7702,144.9091,12.0,130.0,0.0,2.0
984,6.9,1.0,1.0,1.0,0.0,50.0,1980.0,-37.7652,144.9116,12.0,49.0,1.0,2.0
985,6.9,2.0,2.0,2.0,239.0,120.0,1970.0,-37.7708,144.9093,12.0,156.0,2.0,2.0
986,14.6,3.0,1.0,3.0,834.0,143.0,1960.0,-37.9376,145.0474,58.0,407.0,0.0,0.0
987,14.6,3.0,2.0,2.0,573.0,150.0,1970.0,-37.9428,145.04399999999995,58.0,1293.0,0.0,0.0
988,14.6,1.0,1.0,1.0,106.0,51.0,1990.0,-37.9374,145.0388,58.0,391.0,1.0,0.0
989,14.6,3.0,2.0,2.0,784.0,160.0,1960.0,-37.9368,145.0568,58.0,381.0,0.0,0.0
990,14.6,3.0,1.0,4.0,695.0,165.0,1970.0,-37.9364,145.0559,58.0,963.0,0.0,0.0
991,14.6,3.0,2.0,2.0,653.0,180.0,1950.0,-37.9418,145.0549,58.0,805.0,0.0,0.0
992,14.6,2.0,1.0,3.0,649.0,75.0,1950.0,-37.9424,145.0464,58.0,961.0,0.0,0.0
993,14.6,4.0,2.0,1.0,318.0,242.0,2015.0,-37.9443,145.0448,58.0,4.0,0.0,0.0
994,14.6,3.0,2.0,1.0,164.0,123.0,2010.0,-37.9378,145.0385,58.0,391.0,2.0,0.0
995,14.6,4.0,3.0,4.0,581.0,159.0,1960.0,-37.9382,145.0577,58.0,1137.0,0.0,0.0
996,14.6,4.0,2.0,1.0,696.0,214.0,1955.0,-37.9398,145.0554,58.0,805.0,0.0,0.0
997,14.6,3.0,1.0,1.0,603.0,112.0,1960.0,-37.9404,145.0464,58.0,1290.0,0.0,0.0
998,14.6,3.0,2.0,1.0,534.0,104.0,1960.0,-37.9426,145.0568,58.0,823.0,0.0,0.0
999,14.6,4.0,2.0,1.0,720.0,218.0,1950.0,-37.9394,145.0408,58.0,1250.0,0.0,0.0
1000,14.6,4.0,3.0,2.0,272.0,188.0,2000.0,-37.9443,145.0444,58.0,4.0,0.0,0.0
1001,14.6,2.0,2.0,3.0,558.0,133.0,1955.0,-37.9435,145.0522,58.0,963.0,0.0,0.0
1002,14.6,4.0,3.0,2.0,743.0,171.0,1973.0,-37.9362,145.0442,58.0,103.0,0.0,0.0
1003,14.6,2.0,1.0,2.0,576.0,121.0,1940.0,-37.9363,145.0495,58.0,2272.0,0.0,0.0
1004,14.6,4.0,2.0,1.0,603.0,140.0,1955.0,-37.9381,145.0534,58.0,150.0,0.0,0.0
1005,14.6,2.0,1.0,1.0,83.0,79.0,1960.0,-37.9355,145.0485,58.0,1206.0,1.0,0.0
1006,14.6,2.0,1.0,2.0,180.0,68.0,1980.0,-37.9363,145.0564,58.0,381.0,1.0,0.0
1007,14.6,3.0,1.0,1.0,593.0,115.0,1960.0,-37.9431,145.0484,58.0,2391.0,0.0,0.0
1008,14.6,3.0,2.0,1.0,374.0,137.0,1950.0,-37.939,145.0533,58.0,150.0,0.0,0.0
1009,14.6,3.0,2.0,2.0,261.0,107.0,1990.0,-37.9429,145.0474,58.0,2411.0,0.0,0.0
1010,14.6,3.0,2.0,2.0,472.0,152.0,2001.0,-37.9387,145.0461,58.0,1018.0,2.0,0.0
1011,14.6,3.0,1.0,1.0,698.0,114.0,1960.0,-37.9369,145.0578,58.0,1137.0,0.0,0.0
1012,14.6,3.0,2.0,1.0,1660.0,160.0,1960.0,-37.9354,145.0464,58.0,1018.0,0.0,0.0
1013,14.6,2.0,1.0,2.0,756.0,97.0,1950.0,-37.94,145.0449,58.0,2836.0,0.0,0.0
1014,14.6,2.0,1.0,1.0,209.0,101.0,2002.0,-37.9389,145.0467,58.0,407.0,0.0,0.0
1015,14.6,3.0,1.0,2.0,688.0,161.0,1950.0,-37.9411,145.043,58.0,777.0,0.0,0.0
1016,14.6,4.0,2.0,2.0,588.0,199.0,2011.0,-37.9395,145.0477,58.0,1334.0,0.0,0.0
1017,14.6,1.0,1.0,1.0,0.0,43.0,1970.0,-37.9428,145.0584,58.0,823.0,1.0,0.0
1018,14.6,3.0,2.0,2.0,220.0,187.0,2015.0,-37.9387,145.0398,58.0,369.0,2.0,0.0
1019,8.4,2.0,1.0,2.0,281.0,100.0,1957.0,-37.8457,144.8651,24.0,1807.0,0.0,2.0
1020,8.4,3.0,2.0,2.0,194.0,176.0,2010.0,-37.8395,144.8787,24.0,1434.0,0.0,2.0
1021,8.4,3.0,2.0,2.0,283.0,179.0,2011.0,-37.8477,144.8753,24.0,635.0,2.0,2.0
1022,8.4,2.0,1.0,1.0,244.0,73.0,1940.0,-37.846,144.8729,24.0,1211.0,0.0,2.0
1023,8.4,4.0,1.0,2.0,329.0,108.0,1955.0,-37.847,144.8788,24.0,284.0,0.0,2.0
1024,8.4,3.0,2.0,1.0,379.0,172.0,1930.0,-37.8408,144.8893,24.0,40.0,0.0,2.0
1025,8.4,2.0,2.0,1.0,178.0,102.0,2009.0,-37.8416,144.8651,24.0,108.0,0.0,2.0
1026,8.4,4.0,3.0,2.0,233.0,165.0,2011.0,-37.841,144.8874,24.0,1786.0,0.0,2.0
1027,8.4,3.0,1.0,1.0,546.0,144.0,1920.0,-37.8414,144.892,24.0,40.0,0.0,2.0
1028,8.4,3.0,1.0,1.0,557.0,111.0,1950.0,-37.834,144.8668,24.0,622.0,0.0,2.0
1029,8.4,1.0,1.0,1.0,0.0,50.0,2005.0,-37.8413,144.8741,24.0,25.0,1.0,2.0
1030,8.4,4.0,1.0,3.0,757.0,159.0,1960.0,-37.8411,144.889,24.0,40.0,0.0,2.0
1031,8.4,3.0,2.0,3.0,2522.0,195.0,2006.0,-37.8462,144.8944,24.0,474.0,0.0,2.0
1032,8.4,3.0,1.0,2.0,316.0,118.0,1960.0,-37.849000000000004,144.8907,24.0,626.0,0.0,2.0
1033,8.4,2.0,1.0,1.0,402.0,94.0,1920.0,-37.8446,144.8796,24.0,1201.0,0.0,2.0
1034,8.4,3.0,2.0,1.0,0.0,138.0,1970.0,-37.8352,144.8661,24.0,622.0,0.0,2.0
1035,8.4,3.0,1.0,0.0,357.0,112.0,1900.0,-37.8459,144.8877,24.0,2866.0,0.0,2.0
1036,8.4,3.0,1.0,1.0,390.0,84.0,1970.0,-37.847,144.8734,24.0,754.0,0.0,2.0
1037,8.4,4.0,3.0,1.0,425.0,233.0,2015.0,-37.8456,144.8741,24.0,2813.0,0.0,2.0
1038,8.4,3.0,1.0,0.0,221.0,118.0,1900.0,-37.8415,144.8852,24.0,814.0,0.0,2.0
1039,8.4,2.0,1.0,2.0,470.0,136.0,1930.0,-37.8471,144.8769,24.0,635.0,0.0,2.0
1040,8.4,3.0,2.0,2.0,284.0,125.0,1890.0,-37.8446,144.8861,24.0,6.0,0.0,2.0
1041,8.4,2.0,2.0,1.0,213.0,127.0,2006.0,-37.8441,144.8805,24.0,812.0,0.0,2.0
1042,8.4,3.0,1.0,1.0,619.0,151.0,1915.0,-37.839,144.8854,24.0,1.0,0.0,2.0
1043,8.4,3.0,2.0,2.0,0.0,162.0,2007.0,-37.8436,144.8691,24.0,1095.0,2.0,2.0
1044,8.4,3.0,1.0,2.0,453.0,145.0,1950.0,-37.8414,144.8707,24.0,25.0,0.0,2.0
1045,8.4,4.0,2.0,1.0,458.0,153.0,1930.0,-37.8427,144.879,24.0,810.0,0.0,2.0
1046,8.4,3.0,2.0,2.0,299.0,198.0,2004.0,-37.8477,144.8706,24.0,3160.0,0.0,2.0
1047,8.4,4.0,1.0,1.0,0.0,163.0,1880.0,-37.8423,144.8795,24.0,25.0,0.0,2.0
1048,8.4,3.0,1.0,2.0,767.0,111.0,1960.0,-37.8466,144.8636,24.0,2677.0,0.0,2.0
1049,8.4,5.0,2.0,2.0,774.0,185.0,1950.0,-37.8366,144.8758,24.0,1227.0,0.0,2.0
1050,8.4,1.0,1.0,1.0,343.0,106.0,1920.0,-37.8414,144.8752,24.0,25.0,0.0,2.0
1051,8.4,3.0,2.0,2.0,224.0,132.0,2015.0,-37.8424,144.8653,24.0,108.0,2.0,2.0
1052,8.4,3.0,2.0,2.0,348.0,158.0,1900.0,-37.8435,144.8788,24.0,529.0,0.0,2.0
1053,8.4,2.0,1.0,1.0,149.0,62.0,1890.0,-37.8491,144.8903,24.0,1234.0,0.0,2.0
1054,8.4,3.0,1.0,0.0,344.0,130.0,1920.0,-37.8424,144.8754,24.0,810.0,0.0,2.0
1055,8.4,3.0,1.0,2.0,322.0,104.0,1930.0,-37.8422,144.8784,24.0,25.0,0.0,2.0
1056,8.4,2.0,1.0,1.0,229.0,101.0,2000.0,-37.8368,144.8768,24.0,36.0,0.0,2.0
1057,8.4,2.0,1.0,1.0,144.0,140.0,1995.0,-37.845,144.8873,24.0,174.0,0.0,2.0
1058,8.4,3.0,2.0,2.0,753.0,170.0,2005.0,-37.8413,144.8741,24.0,25.0,2.0,2.0
1059,8.4,2.0,1.0,0.0,297.0,95.0,1900.0,-37.8501,144.8931,24.0,1961.0,0.0,2.0
1060,8.4,2.0,1.0,0.0,168.0,90.0,1900.0,-37.8475,144.8897,24.0,626.0,0.0,2.0
1061,8.4,4.0,3.0,3.0,278.0,188.0,2009.0,-37.8468,144.874,24.0,754.0,2.0,2.0
1062,8.4,2.0,1.0,5.0,571.0,120.0,1920.0,-37.8417,144.8896,24.0,814.0,0.0,2.0
1063,8.4,4.0,2.0,2.0,753.0,204.0,2006.0,-37.8413,144.8741,24.0,25.0,2.0,2.0
1064,8.4,2.0,1.0,1.0,315.0,104.0,1930.0,-37.8465,144.8714,24.0,206.0,0.0,2.0
1065,8.4,4.0,2.0,1.0,487.0,190.0,2017.0,-37.8438,144.8806,24.0,812.0,0.0,2.0
1066,8.4,1.0,1.0,0.0,129.0,45.0,1900.0,-37.8491,144.8903,24.0,1234.0,0.0,2.0
1067,8.4,2.0,1.0,2.0,255.0,109.0,1930.0,-37.8469,144.8766,24.0,635.0,0.0,2.0
1068,8.4,6.0,2.0,4.0,663.0,190.0,1920.0,-37.8385,144.8824,24.0,420.0,0.0,2.0
1069,8.4,3.0,2.0,2.0,360.0,168.0,2013.0,-37.835,144.8814,24.0,2732.0,0.0,2.0
1070,11.2,3.0,3.0,2.0,303.0,236.0,2013.0,-37.742,144.8885,66.0,919.0,2.0,2.0
1071,11.2,4.0,2.0,2.0,650.0,150.0,1960.0,-37.7429,144.888,66.0,631.0,0.0,2.0
1072,11.2,3.0,2.0,1.0,0.0,204.0,2009.0,-37.7473,144.8897,66.0,2589.0,0.0,2.0
1073,11.2,2.0,1.0,1.0,0.0,89.0,1975.0,-37.7467,144.8906,66.0,385.0,1.0,2.0
1074,11.2,2.0,2.0,1.0,217.0,113.0,2006.0,-37.7465,144.8868,66.0,808.0,1.0,2.0
1075,11.2,3.0,2.0,1.0,313.0,145.0,2011.0,-37.7335,144.8788,66.0,594.0,2.0,2.0
1076,11.2,4.0,3.0,2.0,747.0,242.0,1985.0,-37.7387,144.8827,66.0,304.0,0.0,2.0
1077,11.2,3.0,2.0,1.0,229.0,180.0,2012.0,-37.7462,144.8873,66.0,276.0,2.0,2.0
1078,11.2,3.0,1.0,1.0,716.0,139.0,1950.0,-37.7368,144.8856,66.0,119.0,0.0,2.0
1079,11.2,2.0,2.0,1.0,268.0,104.0,1950.0,-37.7343,144.8783,66.0,513.0,0.0,2.0
1080,11.2,3.0,2.0,1.0,317.0,140.0,1950.0,-37.7449,144.8869,66.0,788.0,0.0,2.0
1081,11.2,3.0,2.0,2.0,374.0,180.0,1990.0,-37.7445,144.8834,66.0,836.0,2.0,2.0
1082,11.2,4.0,2.0,2.0,650.0,290.0,2005.0,-37.7391,144.8875,66.0,344.0,0.0,2.0
1083,11.2,3.0,3.0,2.0,539.0,162.0,1976.0,-37.7444,144.8847,66.0,2488.0,0.0,2.0
1084,11.2,3.0,1.0,1.0,643.0,125.0,1950.0,-37.736,144.8839,66.0,513.0,0.0,2.0
1085,11.2,4.0,3.0,3.0,0.0,225.0,1950.0,-37.7386,144.8902,66.0,504.0,0.0,2.0
1086,11.2,3.0,1.0,1.0,643.0,119.0,1950.0,-37.7449,144.8899,66.0,788.0,0.0,2.0
1087,2.3,4.0,3.0,4.0,310.0,276.0,1880.0,-37.7958,144.944,51.0,404.0,0.0,1.0
1088,2.3,2.0,1.0,1.0,0.0,65.0,1970.0,-37.7994,144.9464,51.0,285.0,1.0,1.0
1089,2.3,2.0,1.0,1.0,0.0,64.0,1970.0,-37.7936,144.9426,51.0,300.0,1.0,1.0
1090,2.3,3.0,1.0,0.0,83.0,129.0,1980.0,-37.7987,144.9497,51.0,401.0,0.0,1.0
1091,2.3,2.0,2.0,1.0,88.0,119.0,2010.0,-37.8018,144.9429,51.0,695.0,2.0,1.0
1092,2.3,2.0,1.0,1.0,215.0,0.0,2000.0,-37.7953,144.9437,51.0,1372.0,2.0,1.0
1093,2.3,2.0,1.0,1.0,0.0,74.0,1960.0,-37.7988,144.9475,51.0,401.0,1.0,1.0
1094,2.3,1.0,1.0,1.0,1045.0,55.0,2011.0,-37.802,144.9516,51.0,55.0,1.0,1.0
1095,2.3,2.0,1.0,2.0,0.0,54.0,1975.0,-37.7955,144.9492,51.0,479.0,1.0,1.0
1096,2.3,2.0,1.0,1.0,0.0,57.0,2006.0,-37.8044,144.9566,51.0,78.0,1.0,1.0
1097,2.3,2.0,2.0,1.0,0.0,84.0,2006.0,-37.802,144.9459,51.0,2568.0,1.0,1.0
1098,2.3,2.0,2.0,1.0,0.0,98.0,1998.0,-37.8015,144.9526,51.0,2794.0,1.0,1.0
1099,2.3,3.0,2.0,1.0,97.0,139.0,2011.0,-37.8014,144.94899999999996,51.0,172.0,0.0,1.0
1100,2.3,1.0,1.0,1.0,0.0,52.0,2003.0,-37.8,144.9542,51.0,818.0,1.0,1.0
1101,2.3,2.0,1.0,1.0,1588.0,71.0,1970.0,-37.7988,144.9478,51.0,401.0,1.0,1.0
1102,2.3,3.0,2.0,0.0,118.0,150.0,1890.0,-37.7976,144.944,51.0,2120.0,0.0,1.0
1103,2.3,2.0,2.0,1.0,584.0,120.0,2008.0,-37.8016,144.9508,51.0,55.0,0.0,1.0
1104,2.3,2.0,1.0,2.0,0.0,84.0,2000.0,-37.8022,144.9439,51.0,690.0,1.0,1.0
1105,2.3,1.0,1.0,1.0,0.0,60.0,2012.0,-37.802,144.9516,51.0,55.0,1.0,1.0
1106,2.3,2.0,1.0,0.0,232.0,93.0,1930.0,-37.7977,144.9512,51.0,282.0,0.0,1.0
1107,2.3,2.0,2.0,0.0,109.0,100.0,1900.0,-37.795,144.942,51.0,388.0,0.0,1.0
1108,2.3,2.0,1.0,0.0,161.0,106.0,1960.0,-37.8043,144.9437,51.0,2.0,0.0,1.0
1109,2.3,2.0,1.0,2.0,0.0,69.0,2004.0,-37.8004,144.9544,51.0,818.0,1.0,1.0
1110,2.3,2.0,1.0,1.0,0.0,75.0,2002.0,-37.8055,144.9547,51.0,2.0,1.0,1.0
1111,2.3,2.0,1.0,1.0,2300.0,68.0,1975.0,-37.7997,144.9472,51.0,2111.0,1.0,1.0
1112,2.3,2.0,2.0,1.0,0.0,96.0,2012.0,-37.8009,144.9471,51.0,2984.0,1.0,1.0
1113,2.3,2.0,1.0,2.0,1004.0,65.0,1971.0,-37.7926,144.9441,51.0,2312.0,1.0,1.0
1114,2.3,1.0,1.0,1.0,649.0,43.0,1970.0,-37.7971,144.9448,51.0,1320.0,1.0,1.0
1115,2.3,1.0,1.0,1.0,0.0,45.0,1975.0,-37.7955,144.9492,51.0,479.0,1.0,1.0
